sensor_id,timestamp,location,temperature,humidity
00:0f:00:70:91:0a,2020-07-12 00:57:25.269781113,IoT-Lab,19.5,75.4000015258789
b8:27:eb:bf:9d:51,2020-07-12 00:57:27.110935211,IoT-Lab,22.2,50.7
b8:27:eb:bf:9d:51,2020-07-12 00:57:30.796841621,IoT-Lab,22.2,50.7
1c:bf:ce:15:ec:4d,2020-07-12 00:57:31.227864742,IoT-Lab,26.799999237060547,77.9000015258789
00:0f:00:70:91:0a,2020-07-12 00:57:33.927619696,IoT-Lab,19.5,75.4000015258789
b8:27:eb:bf:9d:51,2020-07-12 00:57:34.485341549,IoT-Lab,22.2,50.7
1c:bf:ce:15:ec:4d,2020-07-12 00:57:35.569984913,IoT-Lab,26.899999618530273,78.0
b8:27:eb:bf:9d:51,2020-07-12 00:57:38.173151016,IoT-Lab,22.2,50.7
00:0f:00:70:91:0a,2020-07-12 00:57:39.353681087,IoT-Lab,19.5,75.4000015258789
1c:bf:ce:15:ec:4d,2020-07-12 00:57:40.981067181,IoT-Lab,26.799999237060547,77.80000305175781
b8:27:eb:bf:9d:51,2020-07-12 00:57:41.860687494,IoT-Lab,22.2,50.8
00:0f:00:70:91:0a,2020-07-12 00:57:43.708339691,IoT-Lab,19.5,75.4000015258789
1c:bf:ce:15:ec:4d,2020-07-12 00:57:44.787518501,IoT-Lab,26.799999237060547,77.80000305175781
b8:27:eb:bf:9d:51,2020-07-12 00:57:45.548542738,IoT-Lab,22.2,50.8
00:0f:00:70:91:0a,2020-07-12 00:57:48.056159973,IoT-Lab,19.5,75.5
b8:27:eb:bf:9d:51,2020-07-12 00:57:49.236585379,IoT-Lab,22.2,50.8
1c:bf:ce:15:ec:4d,2020-07-12 00:57:50.199939251,IoT-Lab,26.799999237060547,77.80000305175781
00:0f:00:70:91:0a,2020-07-12 00:57:52.409329891,IoT-Lab,19.5,75.4000015258789
b8:27:eb:bf:9d:51,2020-07-12 00:57:52.924962282,IoT-Lab,22.2,50.8
b8:27:eb:bf:9d:51,2020-07-12 00:57:56.612695694,IoT-Lab,22.2,50.9
1c:bf:ce:15:ec:4d,2020-07-12 00:57:59.355791569,IoT-Lab,26.799999237060547,77.69999694824219
b8:27:eb:bf:9d:51,2020-07-12 00:58:00.300210714,IoT-Lab,22.2,51.0
00:0f:00:70:91:0a,2020-07-12 00:58:00.533486366,IoT-Lab,19.5,75.4000015258789
b8:27:eb:bf:9d:51,2020-07-12 00:58:03.987817049,IoT-Lab,22.2,51.1
1c:bf:ce:15:ec:4d,2020-07-12 00:58:04.233071089,IoT-Lab,26.899999618530273,77.80000305175781
b8:27:eb:bf:9d:51,2020-07-12 00:58:07.675738096,IoT-Lab,22.2,51.2
1c:bf:ce:15:ec:4d,2020-07-12 00:58:08.590049267,IoT-Lab,26.799999237060547,77.80000305175781
00:0f:00:70:91:0a,2020-07-12 00:58:09.209918022,IoT-Lab,19.5,75.4000015258789
b8:27:eb:bf:9d:51,2020-07-12 00:58:11.363614798,IoT-Lab,22.3,51.4
00:0f:00:70:91:0a,2020-07-12 00:58:13.565126419,IoT-Lab,19.5,75.4000015258789
b8:27:eb:bf:9d:51,2020-07-12 00:58:15.051381588,IoT-Lab,22.2,51.4
1c:bf:ce:15:ec:4d,2020-07-12 00:58:15.068731546,IoT-Lab,26.799999237060547,77.80000305175781
b8:27:eb:bf:9d:51,2020-07-12 00:58:18.738854647,IoT-Lab,22.2,51.4
1c:bf:ce:15:ec:4d,2020-07-12 00:58:20.480651140,IoT-Lab,26.799999237060547,77.9000015258789
00:0f:00:70:91:0a,2020-07-12 00:58:21.149663210,IoT-Lab,19.5,75.4000015258789
b8:27:eb:bf:9d:51,2020-07-12 00:58:22.426940918,IoT-Lab,22.3,51.5
1c:bf:ce:15:ec:4d,2020-07-12 00:58:25.359496832,IoT-Lab,26.799999237060547,77.9000015258789
b8:27:eb:bf:9d:51,2020-07-12 00:58:26.107746840,IoT-Lab,22.3,51.5
00:0f:00:70:91:0a,2020-07-12 00:58:27.654895306,IoT-Lab,19.5,75.4000015258789
1c:bf:ce:15:ec:4d,2020-07-12 00:58:29.169087887,IoT-Lab,26.799999237060547,77.9000015258789
b8:27:eb:bf:9d:51,2020-07-12 00:58:29.807490587,IoT-Lab,22.3,51.5
b8:27:eb:bf:9d:51,2020-07-12 00:58:33.495450735,IoT-Lab,22.2,51.4
1c:bf:ce:15:ec:4d,2020-07-12 00:58:35.118463993,IoT-Lab,26.799999237060547,77.9000015258789
00:0f:00:70:91:0a,2020-07-12 00:58:35.763367414,IoT-Lab,19.600000381469727,75.5
b8:27:eb:bf:9d:51,2020-07-12 00:58:37.183606386,IoT-Lab,22.3,51.4
1c:bf:ce:15:ec:4d,2020-07-12 00:58:39.463050842,IoT-Lab,26.799999237060547,77.9000015258789
b8:27:eb:bf:9d:51,2020-07-12 00:58:40.871455908,IoT-Lab,22.3,51.4
b8:27:eb:bf:9d:51,2020-07-12 00:58:44.559215069,IoT-Lab,22.3,51.4
00:0f:00:70:91:0a,2020-07-12 00:58:45.487826586,IoT-Lab,19.600000381469727,75.4000015258789
1c:bf:ce:15:ec:4d,2020-07-12 00:58:47.551275492,IoT-Lab,26.799999237060547,77.9000015258789
b8:27:eb:bf:9d:51,2020-07-12 00:58:48.246721983,IoT-Lab,22.3,51.4
b8:27:eb:bf:9d:51,2020-07-12 00:58:51.933811903,IoT-Lab,22.3,51.4
